Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,ESR (Equivalent Series Resistance),Impedance,Ripple Current @ High Frequency,Ripple Current @ Low Frequency,Lifetime @ Temp,Polarization,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Surface Mount Land Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
,General Purpose,UWD1H270MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,,680 mOhms,185mA @ 100kHz,92.5mA @ 120Hz,2000 Hrs @ 105°C,,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwd.pdf,CAP ALUM 27UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UWD1V680MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,,340 mOhms,280mA @ 100kHz,140mA @ 120Hz,2000 Hrs @ 105°C,,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwd.pdf,CAP ALUM 68UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,"Automotive, High Temperature Reflow",EEE-TPC101XAP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,197mA @ 100kHz,128.1mA @ 120Hz,2000 Hrs @ 125°C,Polar,16V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0122+EEETPC101XAP+7+WW,CAP ALUM 100UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 125°C,,Panasonic Electronic Components,,,
,Automotive,EEE-0JA331XAP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,,,319.6mA @ 10kHz,188mA @ 120Hz,2000 Hrs @ 85°C,Polar,6.3V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1142.pdf,CAP ALUM 330UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Panasonic Electronic Components,,,
,Automotive,EEE-HAE101XAP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,154.7mA @ 10kHz,91mA @ 120Hz,1000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,CAP ALUM 100UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEE-HAJ331XAP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,,,178.5mA @ 10kHz,105mA @ 120Hz,1000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,CAP ALUM 330UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEE-HAV101XAP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,142.8mA @ 10kHz,84mA @ 120Hz,1000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,CAP ALUM 100UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEE-HA1H330XP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,102mA @ 10kHz,70mA @ 120Hz,1000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,CAP ALUM 33UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,EMVA630ADA220MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",22uF,±20%,,,64.8mA @ 100kHz,60mA @ 120Hz,2000 Hrs @ 85°C,Polar,63V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mva,CAP ALUM 22UF 20% 63V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,United Chemi-Con,,,
,General Purpose,EMVA6R3ADA331MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,,,145.8mA @ 100kHz,135mA @ 120Hz,2000 Hrs @ 85°C,Polar,6.3V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mva,CAP ALUM 330UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,United Chemi-Con,,,
,General Purpose,EMVA500ADA330MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,75.6mA @ 100kHz,70mA @ 120Hz,2000 Hrs @ 85°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mva,CAP ALUM 33UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,United Chemi-Con,,,
,General Purpose,UUA0J221MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,,180mA @ 10kHz,120mA @ 120Hz,3000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uua.pdf,CAP ALUM 220UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UCZ1V470MCL6GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,450mOhm,,197mA @ 100kHz,98.5mA @ 120Hz,2000 Hrs @ 125°C,Polar,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-ucz.pdf,CAP ALUM 47UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 125°C,,Nichicon,,,
,General Purpose,UWT0J331MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,,,157.5mA @ 10kHz,105mA @ 120Hz,1000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://products.nichicon.co.jp/en/pdf/XJA043/e-uwt.pdf,CAP ALUM 330UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UWT1H330MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,90mA @ 10kHz,60mA @ 120Hz,1000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://products.nichicon.co.jp/en/pdf/XJA043/e-uwt.pdf,CAP ALUM 33UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UWT1A221MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,,157.5mA @ 10kHz,105mA @ 120Hz,1000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://products.nichicon.co.jp/en/pdf/XJA043/e-uwt.pdf,CAP ALUM 220UF 20% 10V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,Automotive,EEE-HC1E470XP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,110.5mA @ 10kHz,65mA @ 120Hz,3000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0109+EEEHC1E470XP+7+WW,CAP ALUM 47UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEE-0JA331XP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,,,319.6mA @ 10kHz,188mA @ 120Hz,2000 Hrs @ 85°C,Polar,6.3V,,CAP ALSMD 6.6MM H7.7MM,C,,,"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf",CAP ALUM 330UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Panasonic Electronic Components,,,
,Automotive,EEE-1HA330XP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,144.5mA @ 10kHz,85mA @ 120Hz,2000 Hrs @ 85°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf",CAP ALUM 33UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Panasonic Electronic Components,,,
,Automotive,EEE-HA1H470XP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,107.1mA @ 10kHz,63mA @ 120Hz,1000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,CAP ALUM 47UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,EMVE100ADA221MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,,,120mA @ 120Hz,1000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H7.7MM,C,,,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/MVE%20Series.pdf,CAP ALUM 220UF 20% 10V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,EMVE350ADA470MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,,80mA @ 120Hz,1000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/MVE%20Series.pdf,CAP ALUM 47UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,EMVY160ADA221MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,340 mOhms,280mA @ 100kHz,140mA @ 120Hz,1000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mvy,CAP ALUM 220UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,UUD1H270MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,,680 mOhms,185mA @ 100kHz,92.5mA @ 120Hz,2000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,CAP ALUM 27UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UUA1A101MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,121.5mA @ 10kHz,81mA @ 120Hz,3000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uua.pdf,CAP ALUM 100UF 20% 10V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UWD1H330MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,680 mOhms,185mA @ 100kHz,92.5mA @ 120Hz,2000 Hrs @ 105°C,,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwd.pdf,CAP ALUM 33UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,Automotive,EMZA6R3ADA331MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,,340 mOhms,280mA @ 100kHz,140mA @ 120Hz,2000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mza,CAP ALUM 330UF 20% 6.3V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,UWD1C151MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,,340 mOhms,280mA @ 100kHz,140mA @ 120Hz,2000 Hrs @ 105°C,,16V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uwd.pdf,CAP ALUM 150UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,865060645008,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,680 mOhms,185mA @ 100kHz,120.25mA @ 120Hz,2000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865060645008.pdf,CAP 47 UF 20% 50 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080345010,"capacitors\Capacitor_AL,capacitors\Capacitor_p",150uF,±20%,,450 mOhms,265mA @ 100kHz,172.25mA @ 120Hz,2000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080345010.pdf,CAP 150 UF 20% 16 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080645009,"capacitors\Capacitor_AL,capacitors\Capacitor_p",27uF,±20%,,1.2 Ohms,180mA @ 100kHz,117mA @ 120Hz,2000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080645009.pdf,CAP 27 UF 20% 50 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080245009,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,440 mOhms,270mA @ 100kHz,175.5mA @ 120Hz,2000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080245009.pdf,CAP 220 UF 20% 10 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080545010,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,,490 mOhms,250mA @ 100kHz,162.5mA @ 120Hz,2000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080545010.pdf,CAP 56 UF 20% 35 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865230445005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,94.5mA @ 10kHz,63mA @ 120Hz,5000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865230445005.pdf,CAP 47 UF 20% 25 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865230145005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,,132mA @ 10kHz,110mA @ 120Hz,5000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865230145005.pdf,CAP 220 UF 20% 6.3 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080545011,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,,400 mOhms,265mA @ 100kHz,172.25mA @ 120Hz,2000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080545011.pdf,CAP 68 UF 20% 35 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080145010,"capacitors\Capacitor_AL,capacitors\Capacitor_p",330uF,±20%,,360 mOhms,275mA @ 100kHz,178.75mA @ 120Hz,2000 Hrs @ 105°C,Polar,6.3V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080145010.pdf,CAP 330 UF 20% 6.3 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865080545012,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,380 mOhms,300mA @ 100kHz,195mA @ 120Hz,2000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865080545012.pdf,CAP 100 UF 20% 35 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865060445005,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,360 mOhms,300mA @ 100kHz,195mA @ 120Hz,2000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865060445005.pdf,CAP 100 UF 20% 25 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865230545004,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,,85.5mA @ 10kHz,57mA @ 120Hz,5000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865230545004.pdf,CAP 33 UF 20% 35 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,865060245006,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,360 mOhms,300mA @ 100kHz,195mA @ 120Hz,2000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://katalog.we-online.de/pbs/datasheet/865060245006.pdf,CAP 220 UF 20% 10 V,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Würth Elektronik,,,
,General Purpose,UUD1V680MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",68uF,±20%,,340 mOhms,280mA @ 100kHz,140mA @ 120Hz,2000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,CAP ALUM 68UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,Automotive,EEE-HA1C221XP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,,178.5mA @ 10kHz,105mA @ 120Hz,1000 Hrs @ 105°C,Polar,16V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,CAP ALUM 220UF 20% 16V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEE-HA1A221XP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,,204mA @ 10kHz,105mA @ 120Hz,1000 Hrs @ 105°C,Polar,10V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1151.pdf,CAP ALUM 220UF 20% 10V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,Automotive,EEE-1EA101XAP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,243.1mA @ 10kHz,143mA @ 120Hz,2000 Hrs @ 85°C,Polar,25V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1142.pdf,CAP ALUM 100UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Panasonic Electronic Components,,,
,Automotive,EEE-1HA470XAP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,178.5mA @ 10kHz,105mA @ 120Hz,2000 Hrs @ 85°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1142.pdf,CAP ALUM 47UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,Panasonic Electronic Components,,,
,Automotive,EEE-HAH470XAP,"capacitors\Capacitor_AL,capacitors\Capacitor_p",47uF,±20%,,,107.1mA @ 10kHz,63mA @ 120Hz,1000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1148.pdf,CAP ALUM 47UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,Panasonic Electronic Components,,,
,General Purpose,UUD1H330MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",33uF,±20%,,680 mOhms,185mA @ 100kHz,92.5mA @ 120Hz,2000 Hrs @ 105°C,Polar,50V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,CAP ALUM 33UF 20% 50V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,UUD1V560MCL1GS,"capacitors\Capacitor_AL,capacitors\Capacitor_p",56uF,±20%,,340 mOhms,280mA @ 100kHz,140mA @ 120Hz,2000 Hrs @ 105°C,Polar,35V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://nichicon-us.com/english/products/pdfs/e-uud.pdf,CAP ALUM 56UF 20% 35V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,Nichicon,,,
,General Purpose,EMVY250ADA101MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,340 mOhms,280mA @ 100kHz,112mA @ 120Hz,1000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mvy,CAP ALUM 100UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-55°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,EMVE250ADA101MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",100uF,±20%,,,,100mA @ 120Hz,1000 Hrs @ 105°C,Polar,25V,,CAP ALSMD 6.6MM H7.7MM,C,,,//media.digikey.com/pdf/Data%20Sheets/United%20Chemi-Con%20PDFs/MVE%20Series.pdf,CAP ALUM 100UF 20% 25V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 105°C,,United Chemi-Con,,,
,General Purpose,EMVA100ADA221MF80G,"capacitors\Capacitor_AL,capacitors\Capacitor_p",220uF,±20%,,,140.4mA @ 100kHz,130mA @ 120Hz,2000 Hrs @ 85°C,Polar,10V,,CAP ALSMD 6.6MM H7.7MM,C,,,http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=mva,CAP ALUM 220UF 20% 10V SMD,Surface Mount,0.248 Dia (6.30mm),0.260 L x 0.260 W (6.60mm x 6.60mm),2,-40°C ~ 85°C,,United Chemi-Con,,,
